nome;valor;categoria;tipo;quartos;banheiros;area;detalhes;logradouro
+ Vila Verde 3/4;R$ 200.097;Apartamentos;Venda - apartamento padrão;3;2;62m²;Ar condicionado, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
CASA NO TERRAS ALPHAVILLE I - CASA !;R$ 680.045;Casas;Venda - casa em condominio fechado;3;4;Não definido;Não definido;Não definido
. Vila Verde - 2/4;R$ 170.119;Apartamentos;Venda - apartamento padrão;2;2;52m²;Ar condicionado, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
/ Terras Alphaville I - Oportunidade- Lote;R$ 180.130;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;Não definido;Não definido;Não definido
TERRAS ALPHAVILLE  II  - LOTE - BARRA ~;R$ 195.087;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;311m²;Não definido;Não definido
- JARDINS DE LONDRES - OPORTUNIDADE;R$ 620.180;Apartamentos;Venda - apartamento padrão;3;3;106m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
TERRAS ALPHAVILLE  II +;R$ 188.008;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;300m²;Não definido;Não definido
ALPHAVILLE SERGIPE - LOTE ,;R$ 282.116;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;450m²;Não definido;Não definido
JARDINS DE LONDRES .;R$ 680.097;Apartamentos;Venda - apartamento padrão;3;3;106m²;Não definido;Não definido
< ALPHAVILLE SERGIPE - LOTE - BARRA DOS COQUEIROS;R$ 300.102;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;480m²;Não definido;Não definido
< LOTE ALPHAVILLE SERGIPE - LOTE;R$ 282.052;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;450m²;Não definido;Não definido
> LOTE NO ALPHAVILLE SERGIPE;R$ 318.163;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;510m²;Não definido;Não definido
> LOTE NO TERRAS ALPHAVILLE II;R$ 195.175;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;311m²;Não definido;Não definido
, TERRAS ALPHAVILLE II - LOTE;R$ 188.023;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;300m²;Não definido;Não definido
~ LOTE TERRAS ALPHAVILLE SERGIPE II -;R$ 219.062;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;350m²;Não definido;Avenida Silvério Leite Fontes - lado ímpar
TERRAS ALPHAVILLE SERGIPE II  - LOTE ~;R$ 199.172;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;318m²;Não definido;Não definido
! TERRAS ALPHAVILLE  II  - LOTE - BARRA DOS COQUEIROS;R$ 189.053;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;302m²;Não definido;Não definido
+ UNIQUE JARDINS RESIDENCE;R$ 500.141;Apartamentos;Venda - apartamento padrão;3;3;101m²;Ar condicionado, Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
! CASA NO DAMHA - FUNDO LAGO -  BARRA DOS COQUEIROS;R$ 1.600.150;Casas;Venda - casa em condominio fechado;0;1;Não definido;Não definido;Rua Roberto César Rocha Souza - lado par
/ EDIFÍCIO ORION;R$ 290.116;Apartamentos;Venda - apartamento padrão;3;3;Não definido;Não definido;Não definido
! CASA NO DAMHA - FUNDO PARA O LAGO;R$ 1.600.060;Casas;Venda - casa em condominio fechado;4;1;330m²;Não definido;Não definido
JARDIM PRIMAVERA - PRÓXIMO À AVENIDA RIO DE JANEIRO ,;R$ 180.029;Apartamentos;Venda - apartamento padrão;0;1;80m²;Não definido;Não definido
APARTAMENTO NA ALAMEDA DAS ÁRVORES -;R$ 700.044;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
LOTE TERRAS ALPHAVILLE  II - BARRA ,;R$ 197.042;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;315m²;Não definido;Não definido
! TERRAS ALPHAVILLE I - LOTE - 355m²;R$ 222.116;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;355m²;Não definido;Não definido
TERRAS ALPHAVILLE SERGIPE II - LOTE !;R$ 195.110;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;311m²;Não definido;Não definido
VILLAGGIO DI VENEZA #;R$ 425.152;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Não definido;Não definido
> LOTE NO TERRAS ALPHAVILLE SERGIPE II;R$ 196.192;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;313m²;Não definido;Não definido
> LOTE NO TERRAS ALPHAVILLE SERGIPE I - BARRA;R$ 194.135;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;Não definido;Não definido;Não definido
- LOTE NO TERRAS ALPHAVILLE SERGIPE I - FRENTE LESTE;R$ 188.088;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;300m²;Não definido;Não definido
. TERRAS ALPHAVILLE SERGIPE II;R$ 190.014;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;305m²;Não definido;Não definido
! TERRAS ALPHAVILLE I - LOTE FRENTE LESTE;R$ 195.130;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;310m²;Não definido;Não definido
< Mansão Prime Park;R$ 1.250.017;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Não definido
LOTE NO DAMHA - FRENTE MAR -;R$ 630.006;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;1100m²;Não definido;Não definido
! Ecoville Residence;R$ 410.097;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Avenida Silvério Leite Fontes - lado ímpar
ALAMEDA DAS ÁGUAS - PRÓXIMO AO FERREIRA COSTA +;R$ 195.184;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Não definido;Não definido
Life Jabotiana !;R$ 308.011;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Não definido
ILHAS DO CARIBE - AVENIDA SANEAMENTO ~;R$ 200.182;Apartamentos;Venda - apartamento padrão;0;1;74m²;Não definido;Não definido
> Residencial Campos Dourados - Próximo a Saneamento;R$ 460.088;Apartamentos;Venda - apartamento padrão;3;1;117m²;Não definido;Não definido
Recanto dos Pássaros ~;R$ 190.189;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Avenida Silvério Leite Fontes - lado ímpar
VISTA DO ATLÂNTICO ,;R$ 690.119;Apartamentos;Venda - apartamento padrão;0;1;125m²;Não definido;Não definido
Algarve Residence ,;R$ 750.128;Apartamentos;Venda - apartamento padrão;1;1;111m²;Não definido;Não definido
+ Casa na Treze de Julho;R$ 480.092;Casas;Venda - casa em rua pública;3;1;Não definido;Não definido;Não definido
- Mansão Parque Belo;R$ 1.600.152;Apartamentos;Venda - apartamento padrão;3;1;240m²;Não definido;Não definido
Jardins de França - Andar alto ~;R$ 890.072;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Não definido
LOTE NO DAMHA - PRÓXIMO AO LAGO. ,;R$ 320.079;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;Não definido;Não definido;Não definido
+ VIRTUOSI RESIDENCE - VISTA LIVRE;R$ 410.152;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Não definido
CONDOMÍNIO ENCANTOS MINEIROS - PRÓXIMO À AVENIDA RIO DE JANEIRO !;R$ 210.170;Apartamentos;Venda - apartamento padrão;0;1;62m²;Não definido;Não definido
EDIFÍCIO SILVIO ROMERO - TREZE DE JULHO ~;R$ 258.050;Apartamentos;Venda - apartamento padrão;2;1;76m²;Não definido;Não definido
.. Doce vida Acqua 2/4 //;R$ 155.006;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
// Maui leste 360m2 !!;R$ 650.033;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;360m²;Não definido;Rua Doutor Silvio Cabral de Santana
// Maui lote 360m2 leste ..;R$ 650.016;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;360m²;Não definido;Rua Doutor Silvio Cabral de Santana
// Maison Ville de Lourdes Atalaia ..;R$ 640.027;Apartamentos;Venda - apartamento padrão;4;4;124m²;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Rua João Carvalho de Aragão
// condomínio com 06 casas av orlando dantas //;R$ 395.024;Casas;Venda - casa em rua pública;5 ou mais;5 ou mais;440m²;Área de serviço;Rua Soldado Walfredo Carlos Amaral
+ Recanto das Árvores - 3/4 Giardino;R$ 177.101;Apartamentos;Venda - apartamento padrão;3;1;65m²;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
< Life Universitá - Sombra;R$ 270.075;Apartamentos;Venda - apartamento padrão;2;2;60m²;Academia, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
. Gentil Barbosa - Reformado;R$ 1.350.178;Apartamentos;Venda - apartamento padrão;3;1;212m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Avenida Silvério Leite Fontes - lado ímpar
, Mares Maluí - Oportunidade;R$ 85.648;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;225m²;Não definido;Não definido
~ Spazio Acqua 3/4;R$ 290.141;Apartamentos;Venda - apartamento padrão;3;2;77m²;Ar condicionado, Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Apartamento;R$ 750;Apartamentos;Aluguel - apartamento padrão;3;1;Não definido;Área de serviço, Churrasqueira;Avenida Marechal Cândido Mariano da Silva Rondon (Lado Impar)
"Apto no Felicita farol !""";R$ 390.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Avenida Antônio Fagundes Santana
"Apto no Felicita farol !""";R$ 390.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Avenida Antônio Fagundes Santana
Otima casa duplex ( 2 em 1) no Augusto Franco - Farolandia;R$ 470.000;Casas;Venda - casa em rua pública;5 ou mais;4;300m²;Área de serviço;Rua Edson de Oliveira Santana
Apartamento residencial para locação, Jabotiana, Aracaju.;R$ 245.000;Apartamentos;Venda - apartamento padrão;2;2;63m²;Área de serviço, Piscina, Ar condicionado;Rua Josefina Ribeiro de Carvalho
Apartamento Jabutiana Condomínio Splendor Park 3 quartos suite ;R$ 210.000;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Não definido;Não definido
"Apto no Felicita farol !""";R$ 390.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Não definido
Chácara em Siriri, pov Mata do Sipó;R$ 180.000;Terrenos, sítios e fazendas;Sítios e chácaras;Não definido;Não definido;21000m²;Não definido;Não definido
"Apto no Felicita farol !""";R$ 390.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Avenida Antônio Fagundes Santana
"Apto no Felicita farol !""";R$ 390.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Avenida Antônio Fagundes Santana
Apartamento no Condomínio Encantos Mineiros;R$ 230.000;Apartamentos;Venda - apartamento padrão;3;2;62m²;Área de serviço, Armários embutidos, Armários na cozinha, Ar condicionado;Rua Francisco de Assis Delmondes Pereira Freitas
"Apto no Felicita farol !""";R$ 390.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Avenida Antônio Fagundes Santana
Casa Sem Entrada Fin.Caixa No Guajará Lajeada Entrega Em 60 Dias;R$ 110.000;Casas;Venda - casa em rua pública;2;1;Não definido;Área de serviço, Varanda;Não definido
Condomínio Praias do Sergipe - Oportunidade;R$ 115.000;Apartamentos;Venda - apartamento padrão;3;1;59m²;Área de serviço;Rua Lenio de Moura Morais
"Apto no Felicita farol !""";R$ 390.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Avenida Antônio Fagundes Santana
Horizonte Jardins offices ;R$ 380.000;Apartamentos;Venda - apartamento padrão;0;0;46m²;Não definido;Avenida Doutor José Machado de Souza
Condomínio Riviera Del mar temporada ;R$ 550;Temporada;Casa;3;Não definido;Não definido;Não definido;Avenida Inácio Barbosa - de 1 ao fim - lado ímpar
casa com 500m2 de área a 100 metros detran ;R$ 630.000;Comércio e indústria;Não definido;Não definido;Não definido;500m²;Não definido;Rua Alessandro Santos de Santana
"Apto no Felicita farol !""";R$ 390.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Avenida Antônio Fagundes Santana
"Apto no Felicita farol !""";R$ 390.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Não definido;Avenida Antônio Fagundes Santana
Apartamento No Condomínio Edifício Mansão Du Triomphe;R$ 650.000;Apartamentos;Venda - apartamento padrão;4;1;155m²;Piscina, Salão de festas;Avenida Deputado Pedro Valadares - lado ímpar
VILLA SOLARE;R$ 165.000;Apartamentos;Venda - apartamento padrão;2;1;51m²;Piscina, Salão de festas, Varanda;Travessa Cândido Inácio
Aracaju - Apartamento Padrão - Grageru;R$ 315.000;Apartamentos;Venda - apartamento padrão;3;2;78m²;Área de serviço, Piscina;Rua Antônio de Pádua Araújo
Casa Duplex à venda, 6 quartos, 3 suítes, 5 vagas, Coroa do Meio - Aracaju/SE;R$ 900.000;Casas;Venda - casa em rua pública;5 ou mais;0;350m²;Varanda;Rua Doutor Benedito Guedes
Apartamento no Edifício Dênio Góes;R$ 550.000;Apartamentos;Venda - apartamento padrão;0;1;125m²;Varanda, Churrasqueira, Piscina, Salão de festas;Rua Urquiza Leal - até 693/694
Vendo casa em Itabaianinha ;R$ 65.000;Casas;Venda - casa em rua pública;2;2;140m²;Área de serviço, Varanda;Não definido
Linda casa ( oportunidade);R$ 170.000;Casas;Venda - casa em rua pública;2;1;70m²;Área de serviço, Armários na cozinha, Armários embutidos, Mobiliado, Ar condicionado, Quarto de serviço;Rua B1 (Jd Bahia II)
Edifício Milenium Residence 70m²>;R$ 310.000;Apartamentos;Venda - apartamento padrão;2;4;70m²;Não definido;Rua José Seabra Batista
vende se casa ?;R$ 15.000;Casas;Venda - casa em vila;3;3;7m²;Varanda;Não definido
Casa Padrão para Venda em GUAJARÁ Nossa Senhora do Socorro-SE;R$ 125.000;Casas;Venda - casa em rua pública;2;1;69m²;Não definido;Não definido
Casa com 03 quartos no aeroporto;R$ 250.000;Casas;Venda - casa em rua pública;3;3;240m²;Varanda;Rua B (Cj Beira-Mar II)
Vendo Excelente Prédio Comercial R$2.350.000,00;R$ 2.350.000;Comércio e indústria;Não definido;Não definido;Não definido;437m²;Não definido;Travessa José Antônio Dias
Casa Condominio Fechado-Costa Paradiso-Barra dos Coqueiros-Praia da Costa;R$ 640.000;Casas;Venda - casa em condominio fechado;3;3;426m²;Área de serviço, Armários na cozinha, Armários embutidos, Churrasqueira, Varanda;Não definido
Ponto Comercial 4 Quartos Aracaju - SE - Sao Jose;R$ 4.000;Comércio e indústria;Não definido;Não definido;Não definido;500m²;Não definido;Rua Vila Cristina - até 759/760
Oportunidade Melhor local J. Alves! c/escritura!rua segura!;R$ 160.000;Casas;Venda - casa em rua pública;3;1;213m²;Não definido;Não definido
Aluga-se;R$ 1.300;Comércio e indústria;Não definido;Não definido;Não definido;25m²;Não definido;Rua Padre Nestor Sampaio - até 99997/99998
Apartamento Rua Itaporanga ;R$ 0;Apartamentos;Venda - apartamento padrão;3;3;142m²;Área de serviço, Quarto de serviço;Rua Itaporanga - até 509/510
Aluguel Saint Moritz 4 quartos;R$ 2.300;Apartamentos;Aluguel - apartamento padrão;4;5 ou mais;208m²;Quarto de serviço, Piscina, Academia, Varanda, Churrasqueira, Mobiliado, Armários na cozinha, Armários embutidos, Área de serviço;Avenida Governador Paulo Barreto de Menezes - até 1412 - lado par
Athos Residence;R$ 215.000;Apartamentos;Venda - apartamento padrão;2;1;56m²;Salão de festas, Academia, Piscina;Rua Luiz Carlos Prestes
APARTAMENTO NO COND. MANSÃO GENTIL BARBOSA;R$ 1.150.000;Apartamentos;Venda - apartamento padrão;3;Não definido;216m²;Não definido;Avenida Deputado Sílvio Teixeira
Lote ;R$ 15.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;Não definido;Não definido;Não definido
Kitnet 500,00;R$ 500;Casas;Aluguel - casa em rua pública;1;1;25m²;Armários na cozinha, Armários embutidos, Mobiliado;Não definido
Apartamento para venda tem 298 metros quadrados com 5 quartos em Jardins - Aracaju - SE;R$ 1.800.000;Apartamentos;Venda - apartamento padrão;5 ou mais;5 ou mais;298m²;Piscina, Academia;Avenida Governador Paulo Barreto de Menezes - de 1414/1415 a 3597/3598
Apt Trianon Jardins ( 9º andar ) Leste;R$ 684.000;Apartamentos;Venda - apartamento padrão;3;2;80m²;Não definido;Avenida Oviêdo Teixeira
VD/ Apartamento com 2 dormitórios à venda, 47 m² por R$ 110.000 - Taiçoca de Dentro - Noss;R$ 110.000;Apartamentos;Venda - apartamento padrão;2;1;47m²;Varanda, Piscina, Salão de festas;Não definido
Oportunidade no Virtuose Residence com 3/4 !!;R$ 380.000;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Não definido;Não definido
Alugo Apartamento no Ponto Novo ;R$ 650;Apartamentos;Aluguel - apartamento padrão;3;2;0m²;Não definido;Rua Cesário de Gois Pessoa
Cond. Atlanta;;Apartamentos;Venda - apartamento padrão;3;3;108m²;Área de serviço, Armários embutidos, Armários na cozinha, Churrasqueira, Varanda, Piscina, Quarto de serviço;Avenida Hermes Fontes - de 1384 ao fim - lado par
Chácara Salgado SE;R$ 2.000.000;Terrenos, sítios e fazendas;Sítios e chácaras;Não definido;Não definido;Não definido;Não definido;Não definido
Casa de mãe ;R$ 175.000;Casas;Venda - casa em rua pública;3;2;Não definido;Não definido;Não definido
Aluga-se apto térreo no Cond. Canto Feliz. Nossa Sra do Socorro;R$ 415;Apartamentos;Aluguel - apartamento padrão;2;1;0m²;Área de serviço;Não definido
Condomínio s  do forte no bairro Augusto Franco;R$ 85.000;Apartamentos;Venda - apartamento padrão;3;1;60m²;Área de serviço;Rua Lenio de Moura Morais
Casa no Lourival Batista ;R$ 700;Casas;Aluguel - casa em rua pública;3;2;Não definido;Não definido;Rua Marinheiro Alcides Cavalcante
 Apartamento para Venda, Biarritz Plaza no bairro Grageru, Com 4 apartamento por andar.;R$ 600.000;Apartamentos;Venda - apartamento padrão;4;3;144m²;Área de serviço, Armários na cozinha, Varanda, Quarto de serviço;Avenida Deputado Sílvio Teixeira
Terreno para Venda em Aracaju, Aruana;R$ 220.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;325m²;Não definido;Rua A (Lot Costa Verde)
Casa a venda no Aeroporto;R$ 320.000;Casas;Venda - casa em rua pública;3;2;300m²;Área de serviço, Armários na cozinha, Churrasqueira, Varanda, Quarto de serviço;Rua Jornalista Fernando Souza
Apartamento para Venda em Aracaju, Jardim Centenário, 2 dormitórios, 1 suíte, 2 banheiros,;R$ 170.000;Apartamentos;Venda - apartamento padrão;2;2;Não definido;Varanda, Churrasqueira, Piscina, Salão de festas;Rua Radialista José da Silva Lima
´´ Apartamento à venda no Condomínio Clube do Parque Oferta ;R$ 540.027;Apartamentos;Venda - apartamento padrão;3;3;100m²;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Capitão Joaquim Martins Fontes
"´´ Marine Residence Casa De; 60m², 2/4 venda";R$ 315.027;Casas;Venda - casa em condominio fechado;2;1;0m²;Piscina, Varanda, Área de serviço, Churrasqueira, Porteiro 24h;Não definido
. Marine Residence  Condomínio Fechado de Casas barra Coqueiro  ...;R$ 315.033;Casas;Venda - casa em condominio fechado;2;1;0m²;Piscina, Varanda, Área de serviço, Churrasqueira, Porteiro 24h;Não definido
´´ Apartamento à venda no Clube Atalaia  venda;R$ 400.037;Apartamentos;Venda - apartamento padrão;3;2;77m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Francisco Rabelo Leite Neto
Inovador Apartamento à venda no Condomínio Villas de Portugal Ligue ;R$ 130.027;Apartamentos;Venda - apartamento padrão;3;1;69m²;Área de serviço, 10;Avenida Manoel Cruz
. Apartamento à venda no Villa Astúrias Oportunidade Ligue ;R$ 297.012;Apartamentos;Venda - apartamento padrão;3;2;72m²;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Antônio José dos Santos
´´ Casa à venda no condomínio Vivendas de Aracaju Ligue ;R$ 648.031;Casas;Venda - casa em condominio fechado;3;3;200m²;Varanda, Área de serviço, Porteiro 24h;Avenida Augusto Franco - até 2280 - lado par
$$ Pronto pra morar  Condomínio Fechado  Barra coqueiro  ...;R$ 310.023;Casas;Venda - casa em condominio fechado;2;1;Não definido;Piscina, Varanda, Área de serviço, Churrasqueira, Porteiro 24h;Não definido
Desconto Apartamento à venda no condomínio Alto Santa Lúcia  $$;R$ 240.021;Apartamentos;Venda - apartamento padrão;3;2;70m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Estrada da Cabrita
Inovador Tahaa Home Resort Oportunidade venda;R$ 489.007;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;334m²;Não definido;Rua Doutor Silvio Cabral de Santana
Desconto Oportunidade Apartamento no Condomínio Clube do Parque venda;R$ 420.004;Apartamentos;Venda - apartamento padrão;3;2;100m²;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Capitão Joaquim Martins Fontes
Desconto Apto à venda no Cond. Parque Diamante Garanta essa oportunidade!! #;R$ 150.008;Apartamentos;Venda - apartamento padrão;3;2;100m²;Não definido;Não definido
´´ Casa à venda no condomínio Reserva Aimoré  Leste  #;R$ 890.015;Casas;Venda - casa em condominio fechado;3;4;420m²;Varanda, Área de serviço, Churrasqueira, Porteiro 24h;Não definido
. Magnífica mansão na Coroa do Meio Oferta ;R$ 950.005;Casas;Venda - casa em rua pública;5 ou mais;5 ou mais;500m²;Piscina, Varanda, Área de serviço, Churrasqueira, Quarto de serviço;Rua Coronel José Figueiredo de Albuquerque
$$ Apartamento à venda na Mansão Costa Pinto ...;R$ 1.130;Apartamentos;Venda - apartamento padrão;3;4;204m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Rua Orlando Magalhães Maia
$$ Mansão na Coroa do Meio venda;R$ 950.025;Casas;Venda - casa em rua pública;5 ou mais;5 ou mais;500m²;Piscina, Varanda, Área de serviço, Churrasqueira, Quarto de serviço;Rua Coronel José Figueiredo de Albuquerque
Oportunidade única 320.000,00 na Atalaia ;R$ 320.000;Apartamentos;Venda - apartamento padrão;3;2;85m²;Área de serviço, Armários embutidos, Armários na cozinha, Varanda, Quarto de serviço;Avenida Desembargador João Bosco de A. Lima
Desconto Conheça o Caminho das Águas  3 quartos  bem localizado. ...;R$ 150.032;Apartamentos;Venda - apartamento padrão;3;1;68m²;Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua João Gêniton da Costa
$$ Lançamento Park Barra Mais Viver $$;R$ 146.032;Apartamentos;Venda - apartamento padrão;2;1;69m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
$$ Apartamento à venda no Edifício Beira Mar Ligue ;R$ 730.007;Apartamentos;Venda - apartamento padrão;3;2;241m²;Ar condicionado, Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Governador Paulo Barreto de Menezes - de 1414/1415 a 3597/3598
$$ Edifício Beira Mar . $$;R$ 729.027;Apartamentos;Venda - apartamento padrão;3;2;241m²;Ar condicionado, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Governador Paulo Barreto de Menezes - de 1414/1415 a 3597/3598
Desconto Clube Parque Oportunidade  Oferta ;R$ 430.039;Apartamentos;Venda - apartamento padrão;3;3;100m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Desconto Belo  Jardim Socorro  100 Reais   Entrada  venda;R$ 111.010;Apartamentos;Venda - apartamento padrão;2;1;54m²;Academia, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Casa à venda no condomínio Alamedas do Sol #;R$ 947.040;Casas;Venda - casa em condominio fechado;3;4;275m²;Ar condicionado, Piscina, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Porteiro 24h;Rua Arlindo Santos (Cond Alameda do Sol)
Desconto Park Barra Mais Viver $$;R$ 146.020;Apartamentos;Venda - apartamento padrão;2;1;69m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Desconto Apartamento à venda no Edifício Mansão Aloísio venda;R$ 839.023;Apartamentos;Venda - apartamento padrão;3;4;142m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida João Vítor de Matos
Inovador Marine Residence Condomínio Clube #;R$ 315.040;Casas;Venda - casa em condominio fechado;2;1;60m²;Piscina, Área de serviço, Churrasqueira, Porteiro 24h;Não definido
´´ Apartamento à venda no Residencial Clube do Parque  ..;R$ 700.029;Apartamentos;Venda - apartamento padrão;3;4;120m²;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Capitão Joaquim Martins Fontes
Desconto Apartamento no Condomínio Entre Rios Mais Viver $$;R$ 130.021;Apartamentos;Venda - apartamento padrão;2;1;43m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Desconto Condomínio Alamedas do Sol Oferta ;R$ 947.028;Casas;Venda - casa em condominio fechado;3;4;260m²;Piscina, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Porteiro 24h;Rua Arlindo Santos (Cond Alameda do Sol)
Inovador Apartamento no Viamonte Condomínio Clube Oferta ;R$ 150.025;Apartamentos;Venda - apartamento padrão;2;1;60m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Rua Antônio José dos Santos
´´ Apartamento à venda na Hermes Fontes  #;R$ 220.026;Apartamentos;Venda - apartamento padrão;3;1;74m²;Não definido;Avenida Deputado Sílvio Teixeira
Desconto Apartamento à venda no Villa Astúrias ...;R$ 310.006;Apartamentos;Venda - apartamento padrão;3;2;72m²;Academia, Armários embutidos, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Rua Josefina Ribeiro de Carvalho
Inovador  Rio de Janeiro na Av. Augusto Franco ..;R$ 345.012;Apartamentos;Venda - apartamento padrão;3;2;82m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Casa à venda no condomínio Morada do Rio |  $$;R$ 1.500.003;Apartamentos;Venda - apartamento padrão;4;4;1047m²;Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Oportunidade única  Singulare #;R$ 1.000.014;Apartamentos;Venda - apartamento duplex/triplex;3;3;177m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Joventina Alves - de 701/702 ao fim
$$ Triumph Localizado avenida Rio de janeiro  $$;R$ 360.040;Apartamentos;Venda - apartamento padrão;3;2;82m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Avenida Augusto Franco - de 2685 ao fim - lado ímpar
Inovador Apartamento à venda no condomínio Caminho do Sol ..;R$ 155.040;Apartamentos;Venda - apartamento padrão;3;1;65m²;Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
