nome;valor;categoria;tipo;quartos;banheiros;area;detalhes;logradouro
/ Padre Arnobio oportunidade 375.000,00;R$ 375.043;Apartamentos;Venda - apartamento padrão;3;3;103m²;Não definido;Avenida Silvério Leite Fontes - lado ímpar
Portal das Flores 180.000,00 /;R$ 180.030;Apartamentos;Venda - apartamento padrão;3;2;70m²;Não definido;Não definido
Academia em pleno funcionamento em área nobre de Aracaju.;R$ 25.000;Comércio e indústria;Não definido;Não definido;Não definido;540m²;Não definido;Avenida Governador Paulo Barreto de Menezes - até 1412 - lado par
+ Porto Belo oportunidade 149.000,00;R$ 149.195;Apartamentos;Venda - apartamento padrão;3;2;85m²;Não definido;Não definido
# Avant Life oportunidade 595.000,00;R$ 595.155;Apartamentos;Venda - apartamento padrão;4;4;110m²;Não definido;Não definido
. Casa no João Alves 205.000,00;R$ 205.086;Casas;Venda - casa em rua pública;3;2;Não definido;Não definido;Avenida Silvério Leite Fontes - lado ímpar
Doce Vida Flora oportunidade 97.000,00 -;R$ 97.069;Apartamentos;Venda - apartamento padrão;2;1;50m²;Não definido;Não definido
> Villa Astúrias oportunidade 290.000,00;R$ 290.024;Apartamentos;Venda - apartamento padrão;3;2;72m²;Não definido;Não definido
Altos do Farol andar alto frente leste 465.000,00 +;R$ 465.141;Apartamentos;Venda - apartamento padrão;3;3;80m²;Não definido;Não definido
Brisas Vida Bela oportunidade 190.000,00 -;R$ 190.040;Apartamentos;Venda - apartamento padrão;2;2;60m²;Não definido;Não definido
Ecoville Clube sombra total 385.000,00 ,;R$ 385.068;Apartamentos;Venda - apartamento padrão;3;3;82m²;Não definido;Não definido
> Arboris Jabotiana oportunidade 263.000,00;R$ 263.022;Apartamentos;Venda - apartamento padrão;2;2;59m²;Não definido;Não definido
~ Encantos do Bosque todo reformado;R$ 203.009;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Não definido;Não definido
> Encantos do Bosque oportunidade;R$ 205.182;Apartamentos;Venda - apartamento padrão;3;2;66m²;Não definido;Não definido
Casa no Abais próximo à praia 125.000,00 >;R$ 125.074;Casas;Venda - casa em rua pública;4;3;Não definido;Não definido;Avenida Silvério Leite Fontes - lado ímpar
Villagio de Roma oportunidade 319.000,00 ~;R$ 319.010;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Não definido;Não definido
Caminho das Águas R$ 139.000,00 <;R$ 139.098;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Não definido;Não definido
# Caminho das Águas 1 andar 138.000,00;R$ 138.195;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Não definido;Rua Roberto César Rocha Souza - lado par
Repasse Malui Residence barrra dos coqueiros pé na areia aporoveite entrega dezembro 2021;R$ 55.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;205m²;Não definido;Não definido
Apartamento à venda, 53 m² por R$ 105.000,00 - Jabotiana - Aracaju/SE;R$ 105.000;Apartamentos;Venda - apartamento padrão;2;1;53m²;Área de serviço;Rua Jasiel de Brito Côrtes
Tem conversa !!!;R$ 75.000;Casas;Venda - casa em rua pública;2;1;Não definido;Não definido;Não definido
 Lote na Avenida Principal com Duas Frentes no Resid.  Luar da Barra 2 ;R$ 22.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;201m²;Não definido;Não definido
Le monde ,*;R$ 540.000;Apartamentos;Venda - apartamento padrão;2;3;Não definido;Não definido;Avenida Antônio Fagundes Santana
Le monde ,*;R$ 540.000;Apartamentos;Venda - apartamento padrão;2;3;Não definido;Não definido;Avenida Antônio Fagundes Santana
VENDO Apartamento no Condomínio DOCE VIDA NATURA (ROSA ELZE);R$ 115.000;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Área de serviço, Churrasqueira;Não definido
apartamento a venda, 3/4 1 suíte, vista para o mar, Coroa do Meio, Aracaju/SE;R$ 450.000;Apartamentos;Venda - apartamento padrão;3;3;100m²;Não definido;Rua Urbano Neto
Le monde ,*;R$ 540.000;Apartamentos;Venda - apartamento padrão;2;3;Não definido;Não definido;Avenida Antônio Fagundes Santana
Alugo casa;R$ 500;Casas;Aluguel - casa em condominio fechado;2;1;Não definido;Não definido;Rua Fábio Souza Santos
Mansao Terrazzo Verdetto;R$ 2.100.000;Apartamentos;Venda - apartamento padrão;5 ou mais;5 ou mais;300m²;Churrasqueira, Varanda, Quarto de serviço, Área de serviço;Não definido
Edificio Louvre bairro Grageru ;R$ 180.000;Apartamentos;Venda - apartamento padrão;4;3;124m²;Área de serviço, Varanda, Quarto de serviço;Não definido
Condomínio pousada verde / Lamarão;R$ 110.000;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Varanda;Rua José Pereira Costa
Casa Sem Entrada Fin.Caixa No Guajará Lajeada Entrega Em 60 Dias;R$ 110.000;Casas;Venda - casa em rua pública;2;1;Não definido;Área de serviço, Varanda;Não definido
Terreno com escritura. 8 x 32;R$ 44.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;Não definido;Não definido;Não definido
Casa na Aruana ( 4 suítes ) aceito troca ;R$ 1.200.000;Casas;Venda - casa em rua pública;4;5 ou mais;340m²;Área de serviço, Armários na cozinha, Armários embutidos, Mobiliado, Ar condicionado, Churrasqueira, Varanda, Quarto de serviço;Rua Orlando Tavares Macedo
Casa em Residencial no Marivan ;R$ 400;Casas;Aluguel - casa em vila;2;1;Não definido;Não definido;Não definido
Vendo Galeria luiza rua itaporanga esquina com lagarto bairro centro;R$ 500.000;Comércio e indústria;Não definido;Não definido;Não definido;234m²;Não definido;Rua Itabaianinha
Vendo terreno medindo 6x30;R$ 75.000;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;Não definido;Não definido;Não definido
Apartamento no Millenium Residence, e outro no cond.Villaggio di Venezia + Lotes na Barra!;R$ 320.000;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Armários na cozinha, Varanda;Rua José Seabra Batista
Região das Villas Um lugar que inspira novos sonhos.;R$ 135.000;Casas;Venda - casa em condominio fechado;2;1;43m²;Não definido;Rua Maria do Carmo Batista Santos
NOSSA SENHORA DO SOCORRO - Casa Padrão - NOSSA SENHORA DO SOCORRO ( LOTEAMENTO JARDIM MANG;R$ 132.000;Casas;Venda - casa em rua pública;2;1;70m²;Não definido;Não definido
NOSSA SENHORA DO SOCORRO - Casa Padrão - NOSSA SENHORA DO SOCORRO ( LOTEAMENTO SANTA CECÍL;R$ 130.000;Casas;Venda - casa em rua pública;2;1;70m²;Não definido;Não definido
Venso Casa com piscina 3/4 Santos dumont R$ 220.000;R$ 220.000;Casas;Venda - casa em rua pública;3;2;185m²;Varanda, Área de serviço;Rua Raimundo Agostinho Bezerra
Vendo terreno no centro da Barra dos Coqueiros  12 por 35 , Escritura e registrado.;R$ 165.000;Terrenos, sítios e fazendas;Outros;Não definido;Não definido;420m²;Não definido;Não definido
Condomínio com 6 casas de aluguel R$ 230.000 renda de R$ 2.200 mensais;R$ 230.000;Casas;Venda - casa em rua pública;2;1;280m²;Varanda, Área de serviço;Não definido
Apartamento amplo de 03 Quartos(1Suíte) 110 M2 útil- Excelente localização bairro Suíssa- ;R$ 230.000;Apartamentos;Venda - apartamento padrão;3;3;110m²;Piscina, Academia, Salão de festas;Rua Frei Paulo - de 265/266 ao fim
Excelente casa ;R$ 130.000;Casas;Venda - casa em rua pública;2;2;150m²;Área de serviço;Não definido
Excelente casa ;R$ 130.000;Casas;Venda - casa em rua pública;2;2;150m²;Área de serviço;Não definido
Casa 2 Quartos Aracaju - SE - São José;R$ 320.000;Casas;Venda - casa em rua pública;2;2;200m²;Área de serviço;Rua Dom José Thomaz
Apartamento para venda com 100 metros quadrados com 3 quartos em Atalaia - Aracaju - SE;R$ 750.000;Apartamentos;Venda - apartamento padrão;3;2;100m²;Varanda, Piscina, Salão de festas;Rua Arício Guimarães Fortes
Exuberante casa a venda possui 308m2 com 3/4, suíte em Barra dos Coqueiros -Sergipe;R$ 600.000;Casas;Venda - casa em condominio fechado;3;2;308m²;Não definido;Não definido
Lanchonetes em Food Park;R$ 1.800;Comércio e indústria;Não definido;Não definido;Não definido;7m²;Não definido;Rua João Carvalho de Aragão
Varandas do Atlântico !;R$ 360.000;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Não definido;Não definido
Apartamento no Canto Belo !;R$ 235.000;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Não definido;Não definido
Apartamento no Jardins Da França (ótima oportunidade );R$ 650.000;Apartamentos;Venda - apartamento padrão;3;2;Não definido;Não definido;Não definido
VENDE-SE ESTA CASA ;R$ 95.000;Casas;Venda - casa em rua pública;2;1;100m²;Área de serviço;Não definido
Le monde ,*;R$ 540.000;Apartamentos;Venda - apartamento padrão;2;3;Não definido;Não definido;Avenida Antônio Fagundes Santana
Horizonte Residence>;R$ 880.000;Apartamentos;Venda - apartamento padrão;4;4;140m²;Não definido;Rua José Leite Prado
Ótima oportunidade - Ap. 3 quartos no Cond. Moriá à venda - Augusto Franco - Aracaju/S;R$ 130.000;Apartamentos;Venda - apartamento padrão;3;1;48m²;Piscina, Salão de festas;Avenida Empresário José Carlos Silva
Recanto da Natureza;R$ 240.000;Apartamentos;Venda - apartamento padrão;3;1;82m²;Piscina, Varanda, Academia, Salão de festas, Área de serviço;Rua Jasiel de Brito Côrtes
CONDOMINIO COSTA VERDE, EDF IGUAPE APT 404;R$ 750;Apartamentos;Aluguel - apartamento padrão;3;1;Não definido;Não definido;Rua Matilde Silva Lima
Vendo esta linda casa no conjunto João Alves filho. ;R$ 150.000;Casas;Venda - casa em rua pública;2;1;60m²;Área de serviço;Não definido
Casa para venda tem 655 metros quadrados com 1 quarto em Siqueira Campos - Aracaju - SE;R$ 1.000.000;Casas;Venda - casa em rua pública;5 ou mais;5 ou mais;655m²;Não definido;Rua Acre - até 2501 - lado ímpar
Apto, andar alto, próximo da UFS ;R$ 128.000;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Área de serviço, Armários na cozinha;Não definido
Casa pronta, 2/4 suíte, Entrada 7.000;R$ 145.000;Casas;Venda - casa em rua pública;2;2;Não definido;Área de serviço, Varanda;Não definido
Vendo sítio;R$ 75.000;Casas;Venda - casa em rua pública;2;1;Não definido;Não definido;Rua T (Lot Aquarius II)
Le monde ,*;R$ 540.000;Apartamentos;Venda - apartamento padrão;2;3;Não definido;Não definido;Avenida Antônio Fagundes Santana
Apartamento para Venda em São Cristóvão, Aeroporto, 2 dormitórios, 1 banheiro, 1 vaga;R$ 160.000;Apartamentos;Venda - apartamento padrão;2;1;58m²;Varanda, Churrasqueira, Piscina, Salão de festas;Não definido
Apartamento para venda tem 101 metros quadrados com 3 quartos em Salgado Filho - Aracaju -;R$ 269.000;Apartamentos;Venda - apartamento padrão;3;2;101m²;Academia, Salão de festas, Piscina, Área de serviço, Armários na cozinha, Armários embutidos;Avenida Professor Acrísio Cruz - de 2 ao fim - lado par
Vendo casa cond de luxo na Aruana c 4 suítes  - Aracaju - Sergipe;R$ 1.950.000;Casas;Venda - casa em condominio fechado;4;5 ou mais;298m²;Não definido;Rua Ariosvaldo Menezes Santos
Faça sua inscrição novos lotes na barra dos Coqueiros;;Casas;Venda - casa em rua pública;0;0;Não definido;Quarto de serviço, Armários embutidos, Varanda, Armários na cozinha, Área de serviço, Ar condicionado, Churrasqueira, Mobiliado;Avenida Augusto Maynard
MELHOR CASA DE PRAIA DA ATALAIA NOVA ;R$ 500;Temporada;Casa;3;Não definido;Não definido;Não definido;Rua Rafael de Aguiar - de 1000/1001 a 1499/1500
Aluga-se;R$ 570;Apartamentos;Aluguel - apartamento padrão;2;1;67m²;Área de serviço;Rua Poeta José Sampaio
Casa Farolândia;R$ 410.000;Casas;Venda - casa em rua pública;3;3;224m²;Não definido;Avenida Governador Paulo Barreto de Menezes - de 2 ao fim - lado par
Casa no Terras Alphaville I - Oportunidade ,;R$ 680.091;Casas;Venda - casa em condominio fechado;0;1;Não definido;Não definido;Não definido
~ Vista bela oportunidade 145 mil;R$ 145.164;Apartamentos;Venda - apartamento padrão;3;1;60m²;Não definido;Não definido
+ Maison Imperattor;R$ 400.181;Apartamentos;Venda - apartamento padrão;3;3;96m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
LOTE NO DAMHA - PRÓXIMO AO LAGO. #;R$ 320.157;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;Não definido;Não definido;Não definido
+ FRONT GARDEN - NA ALAMEDA DAS ÁRVORES;R$ 700.069;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Avenida Silvério Leite Fontes - lado ímpar
< Ecoville Residence;R$ 410.189;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Não definido
< Mansão Prime Park;R$ 1.250.050;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Não definido
FELICITÀ FAROL - FAROLÂNDIA #;R$ 400.037;Apartamentos;Venda - apartamento padrão;2;1;78m²;Não definido;Não definido
> Mares Maluí - Oportunidade;R$ 85.538;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;225m²;Não definido;Não definido
Gentil Barbosa - Reformado +;R$ 1.350.110;Apartamentos;Venda - apartamento padrão;3;1;212m²;Ar condicionado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Life Universitá - Sombra /;R$ 270.064;Apartamentos;Venda - apartamento padrão;2;2;60m²;Academia, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
, GOLDEN GATE - PRÓXIMO AO PARMEGIANO.;R$ 390.018;Apartamentos;Venda - apartamento padrão;3;1;115m²;Não definido;Não definido
Mansão Benjamin de Carvalho >;R$ 1.300.004;Apartamentos;Venda - apartamento padrão;3;1;189m²;Não definido;Não definido
~ LOTE NO DAMHA - BARRA DOS COQUEIROS;R$ 370.114;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;Não definido;Não definido;Não definido
Recanto das Árvores - 3/4 Giardino -;R$ 177.049;Apartamentos;Venda - apartamento padrão;3;1;65m²;Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
# CLASSIQUE JARDINS - PRÓXIMO AO SHOPPING JARDINS;R$ 539.066;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
+ CONDOMÍNIO SÃO LOURENÇO - ARUANA;R$ 1.250.171;Casas;Venda - casa em condominio fechado;4;1;Não definido;Não definido;Não definido
+ HORIZONTE JARDINS - SALA COMERCIAL;R$ 420.200;Comércio e indústria;Não definido;Não definido;Não definido;Não definido;Não definido;Não definido
LOTE NO DAMHA - 1.800m² +;R$ 680.125;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;1800m²;Não definido;Não definido
, EDIFÍCIO TERRACE SAINT MATHEUS - ATALAIA.;R$ 320.016;Apartamentos;Venda - apartamento padrão;0;1;101m²;Não definido;Não definido
UNIQUE JARDINS RESIDENCE ~;R$ 500.008;Apartamentos;Venda - apartamento padrão;3;3;101m²;Ar condicionado, Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Mansão Parque Belo +;R$ 1.600.075;Apartamentos;Venda - apartamento padrão;3;1;240m²;Não definido;Não definido
Jardim de Viena - Sombra <;R$ 315.089;Apartamentos;Venda - apartamento padrão;3;1;97m²;Armários embutidos, Área de serviço, Piscina, Salão de festas, 10;Avenida Silvério Leite Fontes - lado ímpar
VILLAGGIO DI VENEZA <;R$ 425.004;Apartamentos;Venda - apartamento padrão;2;1;Não definido;Não definido;Não definido
> Spazio Acqua 3/4;R$ 290.060;Apartamentos;Venda - apartamento padrão;3;2;77m²;Ar condicionado, Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
~ Mansão Domani Citta;R$ 1.100.064;Apartamentos;Venda - apartamento padrão;3;1;Não definido;Não definido;Não definido
- Algarve Residence;R$ 750.136;Apartamentos;Venda - apartamento padrão;1;1;111m²;Não definido;Não definido
EDIFÍCIO SILVIO ROMERO - TREZE DE JULHO !;R$ 258.079;Apartamentos;Venda - apartamento padrão;2;1;76m²;Não definido;Avenida Silvério Leite Fontes - lado ímpar
Edifício Wembley Park .;R$ 600.025;Apartamentos;Venda - apartamento padrão;4;1;Não definido;Não definido;Não definido
Residencial Campos Dourados - Próximo a Saneamento ,;R$ 460.046;Apartamentos;Venda - apartamento padrão;3;1;117m²;Não definido;Não definido
# VIRTUOSI RESIDENCE - VISTA LIVRE;R$ 410.125;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Não definido
JARDIM PRIMAVERA - PRÓXIMO À AVENIDA RIO DE JANEIRO ,;R$ 180.198;Apartamentos;Venda - apartamento padrão;0;1;80m²;Não definido;Não definido
/ CONDOMÍNIO ENCANTOS MINEIROS - PRÓXIMO À AVENIDA RIO DE JANEIRO;R$ 210.120;Apartamentos;Venda - apartamento padrão;0;1;62m²;Não definido;Avenida Silvério Leite Fontes - lado ímpar
ILHAS DO CARIBE - AVENIDA SANEAMENTO >;R$ 200.059;Apartamentos;Venda - apartamento padrão;0;1;74m²;Não definido;Não definido
! LOTE NO DAMHA - FRENTE MAR;R$ 630.036;Terrenos, sítios e fazendas;Terrenos;Não definido;Não definido;1100m²;Não definido;Não definido
Jardins de França - Andar alto #;R$ 890.006;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Rua Roberto César Rocha Souza - lado par
< Casa na Treze de Julho;R$ 480.013;Casas;Venda - casa em rua pública;3;1;Não definido;Não definido;Não definido
Recanto dos Pássaros <;R$ 190.006;Apartamentos;Venda - apartamento padrão;0;1;Não definido;Não definido;Não definido
